artist.hotttnesss,artist.name,bars_confidence,bars_start,beats_confidence,beats_start,duration,end_of_fade_in,familiarity,key,key_confidence,latitude,location,longitude,loudness,mode,mode_confidence,release.id,release.name,similar,song.hotttnesss,song.id,start_of_fade_out,tatums_confidence,tatums_start,tempo,terms,terms_freq,time_signature,time_signature_confidence,title,year
0.432054079,Maria Muldaur,0.348,0.87948,0.348,0.87948,181.73342,0,0.586950622,11,0.015,40.71455,"New York, NY",-74.00712,-10.034,1,0.22,615137,Waitress In A Donut Shop,ARXPE571187FB4AFD0,0.257011301,SOEIYJP12A8C143639,175.404,0.159,0.87948,137.272,dance pop,1,1,0,It Ain't The Meat It's The Motion (LP Version),0
0.392579878,Fontella Bass,0.1,1.39504,0.789,0.80572,204.35546,0.33,0.558916244,5,0.947,38.62774,"St. Louis, MO",-90.19951,-10.269,1,0.725,35171,Very Best Of,ARJEOXT1187FB382A7,0.427446572,SOWKNGW12A6D4F78BD,200.353,0.312,0.51471,101.469,northern soul,1,4,0.529,You've Lost That Lovin' Feelin',1992
0.398349517,THE CHIFFONS,0.179,1.22845,0.64,0.52705,129.67138,0.131,0.599536502,6,0.64,40.85715,"New York, NY [The Bronx]",-73.85678,-8.23,1,0.364,516619,Original Hits - Rock 'N' Roll,ARXY7M01187B9B7611,,SOXVEFH12AB0187A2C,119.298,0.724,0.17628,88.808,doo-wop,0.923679184,4,0.87,One Fine Day,1963
0.40249588,Humble Pie,0.348,0.43179,0.348,0.43179,193.54077,0,0.633545999,10,0.336,51.77045,"Essex, England",0.64255,-13.339,1,0.139,614711,The Atlanta Years,AR8SRQ31187FB4D477,0.240004752,SOSHOMP12A8C144BB1,183.339,0.477,0.17749,120.563,blues-rock,1,1,0,Lonely No More,0
0.398349517,THE CHIFFONS,0.594,0.56525,0.877,0.05415,138.762,0.183,0.599536502,9,0.596,40.85715,"New York, NY [The Bronx]",-73.85678,-6.863,1,0.594,209881,The Chiffons Absolutetly The Best!,ARXY7M01187B9B7611,0.394394856,SOAYZDX12A8C13B9C1,131.506,0.359,0.05415,122.939,doo-wop,0.923679184,4,0.911,Did You Ever Go Steady,1963
0.419408141,Jackie Wilson,0.192,1.49862,0.711,0.37029,160.78322,0,0.693327979,5,0.19,42.33168,"Detroit, MI",-83.04792,-12.534,1,0.32,757437,The Jackie Wilson Genesis,ARV03D41187FB413E8,,SODBFVM12AB0184A53,156.63,0.7,0.37029,108.248,chicago soul,0.887425414,3,0.819,I'm Wanderin',1958
0.359185993,Eric Burdon,0.157,0.77271,1,0.04254,318.37995,0.479,0.601069052,2,0.695,54.97938,"Walker-on-Tyne, England",-1.54508,-11.164,1,0.328,234871,Wild & Wicked,ARSAIUN1187FB398D3,,SOKUJAQ12A8AE46C1B,305.337,0,0.04254,86.833,blues-rock,0.964911753,3,1,Ghetto Child,1997
0.543225521,Randy Travis,0.567,0.70451,0.568,0.70451,228.75383,0.528,0.78787777,11,0.979,37.15735675,"Marshville, NC",-63.93335787,-11.366,1,0.812,597520,Inspirational Journey,AR2U4Y11187B98DE15,,SOFVEWB12AC4689917,218.639,0.28,0.70451,99.141,country gospel,1,4,0.313,I Am Going (Album Version),0
0.360445766,Mikey Dread,0.197,0.62233,0.714,0.27804,309.83791,0.351,0.58568315,1,0.857,18.11526,Jamaica,-77.27348,-7.325,0,0.66,246071,World War III,ARBZCLP1187B99C35B,0.536115092,SOEEWVH12A58A78C98,297.215,0,0.10589,144.144,roots reggae,0.924399296,4,0.443,The Jumping Master,1981
0.496508119,Big Star,0.996,1.56263,0.996,1.56263,88.00608,0,0.741040433,0,0.54,35.14968,"Memphis, TN",-90.04892,-13.717,1,0.594,592093,Keep An Eye On The Sky,ARHPPJK1187B9AC897,0.522556139,SOWCGPY12AB018F709,81.351,0,1.07163,58.393,power pop,1,1,0,Morpha Too [Alternate Mix],0
0.444025681,Neil Sedaka,0.843,0.29043,0.843,0.29043,256.9922,0.229,0.720842183,4,0.138,37.15735675,"Brooklyn, NY",-63.93335787,-17.289,0,0.173,468483,Neil Sedaka Selected Hits,AR15FAX1187FB52616,0.375984302,SONQTZF12AB0181781,249.388,0.295,0.29043,159.184,brill building pop,1,1,0,Superbird,0
0.329805264,Noel Harrison,0,0.38535,0.594,0.02863,157.09995,0.322,0.425009175,11,0.978,37.15735675,Not available,-63.93335787,-15.717,1,0.762,33356,Life Is A Dream [Digital Version],AR6CSDS1187FB4BA60,,SOGLEIQ12A6D4F856D,150.036,0.406,0.02863,176.761,folk-pop,1,4,0.535,The Last Thing On My Mind (Previously Unissued),0
0.329805264,Noel Harrison,0.069,0.67742,0.546,0.25815,166.73914,0.2,0.425009175,10,0.536,37.15735675,Not available,-63.93335787,-12.876,1,0.657,33356,Life Is A Dream [Digital Version],AR6CSDS1187FB4BA60,0,SOFVXSY12A6D4F8571,155.719,0.456,0.05159,146.688,folk-pop,1,4,0.352,Sparrow (Remastered Album Version),0
0.457611174,The Chap,0.1,0.1724,0.796,0.1724,216.2673,0,0.612657824,4,0.308,51.50632,London,-0.12714,-7.507,0,0.292,314575,Proper Rock,ARW87QD1187FB48DDB,0.392008772,SOBUUHE12A8C143DD8,208.718,0.246,0.1724,181.863,future jazz,0.910049664,4,0.655,What's Love Got to Do With It,2008
0.47251295,Sugar Ray,0.009,0.70229,0.895,0.04907,161.82812,0,0.718400769,11,0.258,33.6671,"Orange County, CA",-117.76505,-4.068,0,0.515,132469,The Best Of Sugar Ray,AR2SMD91187B9B0582,0.563246899,SOSXDVD12A58A7D78C,161.828,1,0.04907,92.299,post-grunge,0.999805574,4,0.028,Mean Machine (Remastered LP Version),2005
0.414236248,The Jeff Healey Band,0.065,0.62567,0.424,0.17044,223.92118,0,0.716854352,9,0.518,37.15735675,Not available,-63.93335787,-7.457,0,0.431,521623,LIVE AT MONTREUX,ART3O5Z1187B9AB043,0.678161109,SOXZUMI12A58A77D7F,223.921,0.064,0.17044,126.16,blues-rock,0.962148617,4,0,My Little Girl,1988
0.496508119,Big Star,0.18,0.84765,0.922,0.44147,133.45914,0.201,0.741040433,2,0.485,35.14968,"Memphis, TN",-90.04892,-6.097,0,0.448,592093,Keep An Eye On The Sky,ARHPPJK1187B9AC897,0.699474325,SOLFNJP12A58A78574,124.035,0.638,0.23373,144.717,power pop,1,4,0,Till The End Of The Day (Alternate Mix),2009
0.367869339,Mink DeVille,0.125,23.14526,0.562,1.25836,173.92281,0.147,0.546460288,7,0.401,40.71455,"New York, NY",-74.00712,-20.055,1,0.486,813893,Le Chat Bleu,ARDWGUT1187B9A445B,0.503381236,SOIEKLM12AB01896EC,159.73,0.697,0.18912,41.945,blues-rock,0.981095523,4,0.373,Heaven Stood Still,1980
0.435468899,J.J. Cale & Eric Clapton,0.183,1.53392,0.675,0.46551,211.17342,2.508,0.675771367,5,0.27,35.472,"Oklahoma City, OK",-97.52033,-14.259,1,0.319,47666,The Road To Escondido,ARWBYRS1187FB3DE02,0.436751763,SOJKFQE12A58A7CA77,204.312,0,0.19841,113.151,blues-rock,1,3,1,Sporting Life Blues (Album Version),0
0.579988982,Van Halen,0,0.3926,0,0.3926,212.63628,2.101,0.744641246,8,0.411,37.15735675,"Pasadena, CA",-63.93335787,-5.338,1,0.464,600546,Best Of Volume 1,ARZK3VD1187B99EB47,,SOZERJS12AC9070FF3,209.653,0.395,0.1724,141.325,heavy metal,0.999932033,1,0.319,Panama (Album Version),0
0.441106359,Irma Thomas,0.991,1.2418,0.991,1.2418,173.26975,1.217,0.623823768,6,0.304,30.43883,"Ponchatoula, LA",-90.44116,-13.332,0,0.325,393775,The New Rules,ARXBG1X1187FB42A79,0.375984302,SOGCGDZ12AB01844CC,165.872,1,1.2418,130.839,delta blues,0.973191971,1,0.18,I Gave You Everything,0
0.382549929,The Robert Cray Band,0.023,1.05262,0.937,0.10579,173.322,0.206,0.566329185,1,0.385,37.15735675,Not available,-63.93335787,-7.933,0,0.485,216494,The Definitive Collection,AR2AG1P1187FB36C16,0.671108561,SOYACRZ12A6D4FA356,163.985,0.88,0.10579,127.373,blues-rock,0.885830835,4,0,Bad Influence,1983
0.422380409,Big Mountain,0.37,0.72088,0.931,0.24835,216.05832,0,0.62350166,2,0.543,37.27188,California,-119.27023,-7.885,1,0.578,762448,Resistance,ARI0PUX1187FB3F215,,SOAAFUV12AB018831D,199.39,0.185,0.24835,149.169,roots reggae,0.893925767,4,0.315,Where Do The Children Play? (LP Version),0
0.359185993,Eric Burdon,0.018,1.06435,0.408,0.24294,232.64608,0.206,0.601069052,2,0.92,54.97938,"Walker-on-Tyne, England",-1.54508,-7.111,0,0.847,468698,My secret life,ARSAIUN1187FB398D3,0.360370583,SODICKC12AB0186806,227.817,0.854,0.03744,145.858,blues-rock,0.964911753,4,0.745,Motorcycle girl,2004
0.393762699,Gene Chandler,0.263,1.83296,0.696,0.52495,148.11383,0.439,0.570016703,5,0.47,41.88415,"Chicago, IL",-87.63241,-15.631,1,0.545,176894,The Duke Of Earl,ARC1OPS1187FB4348C,0.255872668,SOQMDHI12A6D4F98DC,138.484,0.342,0.52495,92.293,chicago soul,1,3,1,Festival Of Love,1994
0.504964406,Patti Smith,0.02,0.14806,1,0.14806,283.19302,0.085,0.737001277,2,0.096,41.88415,"Chicago, IL",-87.63241,-8.342,0,0.544,296950,Gung Ho,AR9B5JX1187FB55D84,0.680554011,SOMHYKZ12B34F1F013,274.321,1,0.14806,97.147,rock,1,4,0.632,Lo and Beholden,2000
0.472281211,Keb' Mo',0.501,1.39715,0.397,0.71555,242.80771,0,0.632130913,7,0.678,34.05349,"Los Angeles, CA",-118.24532,-16.239,1,0.849,283805,Big Wide Grin,ARA7Y2Y1187B9B8588,0.48456253,SORBWQW12A8C130C25,233.837,0,0.71555,86.631,blues,1,3,1,I Am Your Mother Too,2001
0.413261378,Bow Wow Wow,0,0.16931,0,0.16931,182.9873,0.485,0.659139477,10,0.01,51.50632,"London, England",-0.12714,-10.137,0,0.108,27646,Girl Bites Dog_ Your Compact Disc Pet,ARRCBK51187B9B1A88,,SOAXRPH12A6D4F802D,177.366,0.333,0.03749,231.725,dance rock,0.996405833,1,0.663,C30 C60 C90 Go,2003
0.422127199,Kathy Mattea,0.182,0.12723,1,0.12723,250.33098,0.287,0.603383145,0,0.777,37.15735675,"Cross Lane, WV",-63.93335787,-9.352,1,0.526,480726,The Ultimate Collection,ARO7FVB1187B9A53D8,0.437036204,SOJBPLF12AB018362A,236.443,0.577,0.12723,132.335,bluegrass,0.959671631,4,0.129,Standing Knee Deep In a River (Dying Of Thirst),1992
0.441643405,Hanoi Rocks,0.012,1.42062,1,0.21472,236.35546,0.078,0.687694457,11,0.018,37.15735675,Not available,-63.93335787,-5.628,0,0.3,346689,Street Poetry,ARYZTJS1187B98C555,0.550326336,SOILZTW12A8C1438A1,226.151,0.608,0.21472,102.99,heavy metal,0.997080677,4,0.434,Walkin' Away,2007
0.360445766,Mikey Dread,0.347,0.47096,0,0.09303,251.14077,0.618,0.58568315,8,0.308,18.11526,Jamaica,-77.27348,-10.099,1,0.479,611206,Pave the Way,ARBZCLP1187B99C35B,0.266955186,SOAYEQY12A8C140810,239.613,0.608,0.09303,158.813,roots reggae,0.924399296,4,0,Have you got a Minute to spare,0
0.462190105,Jim Reeves,0,0.16224,0,0.16224,157.6224,2.119,0.624252499,2,0.007,32.20049,"Galloway, Panola County, TX",-94.35887,-9.609,1,0.256,295599,RCA  Country Legends,AR0X3JJ1187FB3A9A7,,SOVMJZI12AB0182218,155.318,0.765,0.16224,126.689,country gospel,1,1,0,Mexican Joe,1990
0.498563611,Simply Red,0.042,0.20656,0.757,0.20656,333.322,0,0.731590593,6,0.998,37.15735675,Adegngiltere,-63.93335787,-7.209,1,0.706,328393,Life,ARYAUMZ1187B9A2A40,0.673836145,SOLTAOU12A8C1375CB,320.406,0.884,0.20656,122.811,pop rock,0.999085472,4,1,Fairground (+ Sample),1995
0.416173065,Terry Callier,0.066,0.82967,0.699,0.39658,243.04281,0.102,0.706827671,11,0.754,41.88415,Chicago,-87.63241,-12.061,1,0.6,597395,Lifestyle2 - Acoustic Vol 2,ARTB5PP1187FB523B7,0.50254434,SOMPAOJ12A6D4F68BB,227.886,0.438,0.17466,125.964,soul jazz,0.985011245,7,0.904,Occasional Rain,1972
0.420627401,Jesus Jones,0.122,1.13633,0.394,0.60208,192.62649,0,0.592472073,7,0.951,37.15735675,Not available,-63.93335787,-9.728,1,0.785,783213,BBC In Concert (19th January 1991),ARHJIKW1187B9ACE16,,SOIJWMK12AC9073334,192.626,0.375,0.33495,114.995,dance rock,1,4,0.907,Real_ Real_ Real (BBC In Concert),0
0.478780074,Ben E. King,0.944,0.42776,0.944,0.42776,200.54159,0.381,0.688638654,10,0,37.15735675,Not available,-63.93335787,-7.258,1,0.097,673515,The Beginning Of It All,ARV03D41187FB413E8,0,SOEUZAC12AB018C2B0,181.992,0.739,0.42776,157.118,brill building pop,1,1,0.234,Love Is Gonna Get You,0
0.406642649,Suzi Quatro,0.868,0.14065,1,0.14065,207.882,0.485,0.627361447,4,1,42.33168,"Detroit, MI",-83.04792,-11.38,1,0.782,111874,A's_ B's And Rarities,ARWRMUZ12B9CECC40E,0.375984302,SOZSDYI12A8C13ED4D,198.362,0,0.14065,124.519,glam rock,0.942375899,4,1,Kids Of Tragedy,2004
0.503151606,Rickie Lee Jones,0.161,1.68197,0.872,0.31231,287.16363,0.172,0.670615396,7,1,37.15735675,"Chicago, IL",-63.93335787,-15.502,1,0.925,762361,Naked Songs Live And Acoustic,ARDW5AW1187FB55708,0.266955186,SOHJXOB12AB018627B,287.164,0.554,0.31231,90.373,folk rock,0.989622403,3,0.665,It Must Be Love (Live Acoustic Version),0
0.472281211,Keb' Mo',0.106,1.2107,0.774,0.61666,297.66485,0,0.632130913,0,0.686,34.05349,"Los Angeles, CA",-118.24532,-9.032,1,0.458,290940,Martin Scorsese Presents The Blues: Keb' Mo',ARA7Y2Y1187B9B8588,0.669413098,SOZTGFT12A8C137271,289.675,1,0.61666,106.802,blues,1,3,1,Dangerous Mood,1996
0.432054079,Maria Muldaur,0.353,0.82453,0.647,0.40041,288.41751,0.421,0.586948318,9,0.629,40.71455,"New York, NY",-74.00712,-10.861,1,0.593,46654,Rhino Hi-Five: Maria Muldaur,ARXPE571187FB4AFD0,0,SOWQIEL12A6D4FA13E,278.46,0.01,0.40041,146.936,dance pop,1,4,0.161,Sweet Harmony (LP Version),0
0.362902986,Danny Wilson,0.086,1.00509,0.639,0.24576,92.42077,4.319,0.559991415,9,0.669,56.46137,"Dundee, Scotland",-2.96761,-14.655,0,0.633,22876,Meet Danny Wilson,AROXQGK1187FB4560B,0,SOYCNWG12A6D4F88A2,85.589,0.153,0.05617,158.208,british pop,0.91052814,4,0.491,Spencer-Tracey,1987
0.321215726,Mick Hucknall,0.588,0.40972,0.588,0.40972,406.93506,0.09,0.474581232,1,0.21,37.15735675,Not available,-63.93335787,-10.452,0,0.388,608617,A Tribute To A Legend,AROIJEQ127BF5F1371,0,SOHZPTV12AC4686D44,382.264,0.85,0.13292,107.398,blues,1,1,0.872,I Love You More Than You'll Ever Know,0
0.462190105,Jim Reeves,0.051,0.97429,0.635,0.21581,175.01995,0.165,0.624252499,11,1,32.20049,"Galloway, Panola County, TX",-94.35887,-11.727,1,0.761,298557,Moonlight and Roses/The Jim Reeves Way,AR0X3JJ1187FB3A9A7,0.304169503,SOEDYHS12A8C139D4E,167.706,0.516,0.21581,158.763,country gospel,1,3,0.634,Rosa Rio,2000
0.419408141,Jackie Wilson,0.142,0.42208,0.505,0.05615,101.77261,0,0.693327979,10,0.32,42.33168,"Detroit, MI",-83.04792,-10.283,1,0.36,357894,Lonely Teardrops,ARV03D41187FB413E8,,SOEDUXP12AB0180ABF,95.66,0.616,0.05615,161.728,chicago soul,0.887425414,4,1,If I Can't Have You,1958
0.481024239,Glen Campbell,0.006,0.62814,0.913,0.23631,202.70975,0.171,0.67159627,1,1,34.03142,"Delight, AR",-93.50243,-8.472,1,0.978,112850,Walkin' In The Sun,ARGIABO1187FB4B3B5,,SODMTUR12A8C13C8A4,192.279,0.649,0.0404,152.082,country rock,0.970825545,3,0.697,Woodcarver,0
0.360445766,Mikey Dread,0.016,0.73174,1,0.3551,152.00608,0.328,0.58568315,6,0.442,18.11526,Jamaica,-77.27348,-12.449,1,0.33,605561,Obsession,ARBZCLP1187B99C35B,,SOEVOMG12AC4688558,138.937,1,0.16866,159.659,roots reggae,0.924399296,4,0.153,Livin in the Jungle,0
0.498563611,Simply Red,0.131,1.36564,0.291,0.2371,253.43955,0,0.731590593,7,0.742,37.15735675,Adegngiltere,-63.93335787,-11.883,1,0.688,85958,Something Got Me Started: Live In Cuba,ARYAUMZ1187B9A2A40,0.265861049,SOLPAYF12A58A7F024,245.435,0.476,0.2371,105.468,pop rock,0.999085472,3,0.757,A Song For You (Live),0
0.568350503,Tom Petty And The Heartbreakers,0.024,0.74469,1,0.32453,254.98077,0.258,0.779838092,9,0.371,37.15735675,"Gainesville, FL",-63.93335787,-7.72,1,0.48,340438,Four Christmases,ARSAIUN1187FB398D3,0.751968603,SOYWRWP12AB01845EE,239.119,0.898,0.11392,138.916,heartland rock,1,4,0.152,Christmas All Over Again,0
0.497050959,The Stooges,0.003,4.80103,1,0.29579,27.0624,0,0.732603394,0,0,42.32807,"Ann Arbor, MI",-83.7336,-10.77,1,0,65428,1970: The Complete Fun House Sessions,ARE8GLF1187FB52532,0.450762242,SOSRWWL12A6D4FBBB6,27.062,0.924,0.29579,26.663,experimental rock,0.840760794,4,0,Lost In The Future (False Start -#1),0
0.382593001,Freddie King,0.023,0.56375,0.34,0.18907,332.45995,0.264,0.609636698,2,1,37.15735675,"Gilmer, TX",-63.93335787,-13.607,1,0.637,624882,The Four Kings Of Blues Guitar,ARGRWEZ1187B9AC382,,SORAUDM12AB0181656,328.255,0.34,0.18907,159.869,texas blues,1,4,0.809,Key To The Highway,1971
0.407283888,Johnny Nash,0.744,0.93409,0.744,0.93409,187.0624,2.514,0.593420296,3,0.607,29.76045,"Houston, TX",-95.36978,-16.404,1,0.596,757389,The Quiet Hour,ARVTEOO1187FB3D00F,0,SOLMECR12AB018B776,180.988,0.234,0.59092,86.128,reggae,1,1,0.753,I See God,0
0.435468899,J.J. Cale,0.795,0.43692,0.795,0.43692,160.62649,0,0.67577137,0,0.783,35.472,"Oklahoma City, OK",-97.52033,-15.6,1,0.604,22096,#8,ARWBYRS1187FB3DE02,0.304169503,SOEEBCV12A6D4F76A2,146.187,0.88,0.43692,136.273,blues-rock,1,1,0,Losers,1983
0.498563611,Simply Red,0.187,1.21506,0.823,0.55415,305.162,0.932,0.731590593,1,0.462,37.15735675,Adegngiltere,-63.93335787,-6.569,0,0.542,474283,Stay (Bonus Version),ARYAUMZ1187B9A2A40,,SOGOQKY12A8C142CBD,297.494,0.007,0.24147,90.031,pop rock,0.999085472,4,0.801,Good Times Have Done Me Wrong (live) - exclusive version,0
0.568350503,Tom Petty,0.002,1.95583,0,0.54793,190.32771,0.154,0.779838092,5,0.912,37.15735675,"Gainesville, FL",-63.93335787,-13.374,1,0.768,542173,Wildflowers,ARSAIUN1187FB398D3,0.621621073,SOYNEVM12AB018439A,183.821,0.627,0.19643,86.8,heartland rock,1,4,0.85,Wildflowers (Album Version),1994
0.529995833,Jeff Beck,0.062,3.01072,0.723,2.10248,163.83955,2.264,0.747684076,9,0.766,51.27172,"Wallington, Surrey, England",-0.39535,-8.951,1,0.702,280787,Original Album Classics,AR8SRQ31187FB4D477,0.737994182,SOPKWKW12A8C1312BC,156.23,0.859,1.87628,131.554,blues-rock,0.999962084,4,0.318,Head For Backstage Pass,1976
0.449608088,The Sonics,0.154,0.85449,0.335,0.43717,164.362,0.168,0.653340693,6,0,47.25513,"Tacoma, WA",-122.44165,-9.796,1,0,551402,Fire and Ice II - The 'Lost' Tapes,AREG18O1187FB3FDE7,0.372530039,SOXXPIC12AB017EA44,151.731,0.277,0.22414,158.84,rock 'n roll,0.945133321,3,0.993,Near My Soul,1996
0.417499645,The Box Tops,0.132,0.57649,0.831,0.04483,148.61016,0.177,0.630630038,7,0.485,35.14968,"Memphis, TN",-90.04892,-12.345,1,0.667,300821,The Letter/Neon Rainbow,ARSZWK21187B9B26D7,0.413739836,SOWIMQH12A8C13BB7C,139.952,0,0.04483,110.771,blue-eyed soul,1,3,1,People Make The World,1967
0.497050959,The Stooges,0.236,1.60651,0.773,0.66648,16.92689,0.247,0.732603394,0,0,42.32807,"Ann Arbor, MI",-83.7336,-19.585,1,0,65428,1970: The Complete Fun House Sessions,ARE8GLF1187FB52532,,SOAAZHH12A58A7B384,16.927,0,0.1975,67.03,experimental rock,0.840760794,4,0,Studio Dialogue (#26),0
0.389100776,Lesley Gore,0.953,0.428,0.953,0.428,140.2771,0.131,0.606925359,9,0.309,40.71455,"New York, NY",-74.00712,-7.541,1,0.527,123479,'60s Pop Number 1's,ARAJPHH1187FB5566A,,SOFEOZP12A6D4F9DF1,129.997,0.776,0.18774,129.161,brill building pop,1,1,0,It's My Party,1963
0.414667368,The Sensational Alex Harvey Band,0.557,2.08651,0.693,0.68239,316.81261,0,0.569860089,5,0.456,37.15735675,Not available,-63.93335787,-12.936,1,0.531,26846,Live / The Penthouse Tapes,ARU3XD61187B9A1A67,0.57010593,SOHMLNS12A58A7DA68,300.141,0.91,0.32907,90.689,glam rock,0.931864721,3,0.615,Delilah,1975
0.479187492,Little Feat,0.171,0.54395,0.171,0.54395,330.73587,0,0.674918816,4,0.633,34.05349,"Los Angeles, CA",-118.24532,-8.163,1,0.584,387577,Waiting For Columbus [Live Deluxe],ARWBYRS1187FB3DE02,0.304169503,SOOYIJN12AB017C168,330.736,0,0.11371,93.42,blues-rock,1,1,0.064,Day Or Night [Live Album Version],0
0.579988982,Van Halen,0.229,3.67154,0.229,3.67154,324.23138,12.452,0.744641246,4,0.696,37.15735675,"Pasadena, CA",-63.93335787,-9.057,0,0.638,129837,Van Halen III,ARZK3VD1187B99EB47,0.685351118,SORKWDV12A8C13B43B,317.44,0.088,3.33976,87.899,heavy metal,0.999932033,1,0.445,From Afar (Album Version),1998
0.362902986,Danny Wilson,0.036,1.19843,0.66,0.57528,126.53669,3.46,0.559991415,5,0.527,56.46137,"Dundee, Scotland",-2.96761,-8.515,1,0.51,272121,The Best Of Danny Wilson,AROXQGK1187FB4560B,0.212045406,SORXMMR12A6D4FBCF7,122.183,0.576,0.25854,92.591,british pop,0.91052814,4,0.673,Get Happy,0
0.457611174,The Chap,0.005,0.10825,0.682,0.10825,207.28118,0,0.612657824,6,0.425,51.50632,London,-0.12714,-8.337,0,0.681,160998,Lo Compilation Mix By Susumu Yokota,ARW87QD1187FB48DDB,0.407233015,SOPGCJJ12A58A796B7,207.281,0.871,0.10825,123.007,future jazz,0.910049664,4,0.566,Volumatic Spacer Device,2003
0.415441656,ARRESTED DEVELOPMENT,0.046,0.51667,0.805,0.17396,218.06975,0.299,0.701118744,1,1,33.74831,"Atlanta, GA",-84.39111,-6.25,1,0.788,520249,Since the Last Time,AR4WHYC1187B9896E7,0.609043943,SOUPVPL12AB0189B9F,203.941,0.428,0.17396,177.886,hip hop,1,4,1,Since The Last Time,2006
0.441106359,Irma Thomas,0.024,0.93036,0.894,0.41676,205.29587,0.369,0.623823768,10,0.572,30.43883,"Ponchatoula, LA",-90.44116,-14.526,1,0.606,393782,The Story Of My Life,ARXBG1X1187FB42A79,0.334706549,SOHHAXO12AB0184DE3,196.36,0.629,0.15221,112.109,delta blues,0.973191971,3,1,Hold Me While I Cry,2001
0.382549929,The Robert Cray Band,0.226,3.58613,0.466,0.443,278.54322,0.531,0.566329185,9,0.39,37.15735675,Not available,-63.93335787,-8.039,0,0.325,501691,Live From Across The Pond,AR2AG1P1187FB36C16,,SOFMFBW12AB0183457,268.91,0.239,0.18414,75.887,blues-rock,0.885830835,3,0.525,Phone Booth,1983
0.398349517,THE CHIFFONS,1,0.57641,1,0.57641,143.882,0.363,0.599536502,8,0.526,40.85715,"New York, NY [The Bronx]",-73.85678,-9.206,1,0.654,43673,Sweet Talkin' Girls: The Best Of The Chiffons,ARXY7M01187B9B7611,0.377531645,SOFUIBH12A6D4F9C25,136.562,0.609,0.23579,88.675,doo-wop,0.923679184,1,0,The Heavenly Place,0
0.360445766,Mikey Dread,0.224,1.99231,0,1.56724,159.99955,4.603,0.58568315,9,0.677,18.11526,Jamaica,-77.27348,-14.883,1,0.497,252719,Jungle Signal,ARBZCLP1187B99C35B,,SOCKVDU12A58A7CB2B,143.11,0.21,1.56724,145.618,roots reggae,0.924399296,4,0.022,Rainbow Jungle (Dub / Instrumental Reggae Music),0
0.38479891,Bobbie Gentry,0.365,0.57127,0.423,0.22323,214.96118,0,0.582460567,9,0.624,33.90698,"Chickasaw County, MS",-88.95535,-10.736,1,0.44,60041,Local Gentry,ARJOEGM1187B9B8F24,0.425900191,SOLKVTJ12A6D4FC610,203.198,0,0.22323,170.897,country blues,0.975475975,4,0.466,Ace Insurance Man,1968
0.377747202,Richard Hell & The Voidoids,0.011,0.47695,0.865,0.47695,494.10567,0.131,0.568780219,7,0.459,37.15735675,Not available,-63.93335787,-14.009,1,0.526,512792,Blank Generation,ARXIIVA1187FB4C3BA,0.694308688,SOABFQI12A58A7D162,482.94,0.484,0.22626,123.182,no wave,0.819747547,4,0.369,Another World (Album Version),1977
0.360445766,Mikey Dread,0,0.05512,0,0.05512,201.9522,2.873,0.58568315,7,0.953,18.11526,Jamaica,-77.27348,-9.351,1,0.772,218869,Life is a Stage,ARBZCLP1187B99C35B,0.377531645,SOIHEVW12A8C13D051,187.96,0.132,0.05512,175.628,roots reggae,0.924399296,1,0,Pound a Weed,0
0.540630686,Gipsy Kings,0,0.18795,0,0.18795,194.87302,3.21,0.710445622,5,0.351,37.15735675,"Arles, France",-63.93335787,-8.403,0,0.318,283353,Greatest Hits,AR9Z7JB1187B99DB3D,0.778820809,SOWEZSI12A81C21CE6,188.285,0.097,0.18795,165.006,flamenco,0.908599834,1,0.034,Tu Quieres Volver,1987
0.40249588,Humble Pie,0.244,1.20208,0.673,0.56633,288.02567,0.409,0.633545999,9,0.449,51.77045,"Essex, England",0.64255,-11.088,0,0.515,614711,The Atlanta Years,AR8SRQ31187FB4D477,0.242569814,SOEUWYJ12A8C144BE8,284.694,0,0.24845,93.716,blues-rock,1,4,0,Intro/Whatcha Gonna Do about It,0
0.496508119,Big Star,0.029,0.40371,0.601,0.04305,241.60608,0,0.741040433,4,0.391,35.14968,"Memphis, TN",-90.04892,-7.724,0,0.501,592093,Keep An Eye On The Sky,ARHPPJK1187B9AC897,0.373820276,SOJNRPI12AB018E779,233.419,0.677,0.04305,160.68,power pop,1,4,0.463,Watch The Sunrise [Live at Lafayette's Music Room_ Memphis_ TN_ January 1973],0
0.473636665,B.A.D.,0.078,1.2953,0.624,0.29454,241.81506,0.38,0.583989842,7,0.286,51.50632,"London, England",-0.12714,-6.65,0,0.41,156902,All i,ARHJIKW1187B9ACE16,,SOYQWAD12A8C139316,228.275,0.039,0.0459,121.993,dance rock,0.879547101,4,0.787,Chu Hsin,0
0.407283888,Johnny Nash,0.643,0.46167,0.643,0.46167,167.26159,0,0.593420296,4,0.73,29.76045,"Houston, TX",-95.36978,-12.43,1,0.655,420937,I Can See Clearly Now,ARVTEOO1187FB3D00F,,SOHJNUH12AB01891DE,158.505,0.047,0.27168,163.257,reggae,1,1,0,There Are More Questions Than Answers,1972
